序號;補習班名稱;班址;電話;立案文號;立案日期;電子郵件;短期補習班類別;地區縣市
2;私立快樂地球村短期補習班;布袋鎮新厝里新厝仔321號之6(1樓);(05);府教終字第1130164944號;2024-06-28;yalinghsiao1126@gmail.com;文理類;嘉義縣政府
1;私立沐果音樂技藝短期補習班;宜蘭市女中路一段209號1-2樓;0958582252;府教多字第1130131820號;2024-08-28;wu8112182005@gmail.com;音樂、舞蹈類;宜蘭縣政府
2;私立興東文理短期補習班;羅東鎮中華路112號;(09)75153833;府教多字第1130125354號;2024-08-23;;文理類;宜蘭縣政府
3;私立柏克萊文理短期補習班校舍分班;宜蘭市校舍二路75號2樓;(03)9387768;府教多字第1130122370號;2024-08-14;joanne380848@yahoo.com.tw;文理類;宜蘭縣政府
4;私立柏克萊文理短期補習班;宜蘭市宜蘭市陽明一路69號1樓;(03)9387768;府教多字第1130122369號;2024-08-14;joanne380848@yahoo.com.tw;文理類;宜蘭縣政府
5;私立職創美髮技藝短期補習班;宜蘭市舊城西路8號4樓之1;0935538791;府教多字第1130120605號;2024-08-14;jessica910612@gmail.com;美容、美髮理髮類;宜蘭縣政府
6;私立柏克萊文理短期補習班陽明分班;宜蘭市陽明一路65號2樓;(03);府教多字第1130122368號;2024-08-14;joanne380848@yahoo.com.tw;文理類;宜蘭縣政府
7;私立英數小學堂文理短期補習班;宜蘭市民權路二段110號1樓;03-935-9335;府教多字第1130113257號;2024-07-31;ritasin0602@gmail.com;文理類;宜蘭縣政府
8;私立梅氏英文短期補習班;頭城鎮頭濱路三段223號;0933543394;府教多字第1130077498號;2024-06-07;juliawu5433@yahoo.com;外語類;宜蘭縣政府
1;私立邱名文理短期補習班;花蓮市花蓮市自由街150號4樓之2;(03)8355878;府教終字第1130106548號;2024-06-11;hichu_david22@hotmail.com.tw;文理類;花蓮縣政府
2;私立張華辛美術技藝短期補習班;花蓮市花蓮市仁愛街79號;0912946516;府教終字第1130106597號;2024-06-11;HHCartstudio@protonmail.com;美術、書法、攝影、美工設計、圍棋類;花蓮縣政府
1;金門縣私立勻逸文理短期補習班;金城鎮民生路45巷8弄5號1樓、2樓;(082)324388;府教社字第1130073126號;2024-08-13;john631234@gmail.com;文理類;金門縣政府
