序號,補習班名稱,班址,電話,立案文號,立案日期,電子郵件,短期補習班類別,地區縣市
30,臺中市私立巨揚文理短期補習班,臺中市西屯區上安路118號2樓、上安路130號1-2樓(含夾層),(04)24525296,中市教終字第1130024051號,2024-03-27,tc30.allan.hsieh@gmail.com,文理類,臺中市政府
31,臺中市私立政儒文理短期補習班,臺中市豐原區大明路157號1-3樓,(04)2522-9916,中市教終字第1130021916號,2024-03-25,juniorestw@yahoo.com.tw,文理類,臺中市政府
32,臺中市私立愛知育文理技藝短期補習班,臺中市北屯區熱河路三段202號,(04)22478882,中市教終字第1130017208號,2024-03-18,,文理類,臺中市政府
33,臺中市私立指標音樂美術短期補習班,臺中市潭子區福潭路616號(使用樓層:1-2樓),(04)25364142,中市教終字第1130018992號,2024-03-13,d220865422@gmail.com,音樂、舞蹈類,臺中市政府
34,財團法人天主教社會服務修女會附設臺中市私立樂之學堂文理技藝短期補習班,臺中市南屯區公益路2段489號1-2樓,(04)22515127,中市教終字第1130015426號,2024-03-05,gongyi2489@gmail.com,文理類,臺中市政府
35,臺中市私立志朔文理短期補習班,臺中市梧棲區臺灣大道八段958號1-2樓,(04)26577878,中市教終字第1130015957號,2024-03-05,hueiju_yang@hotmail.com,文理類,臺中市政府
36,臺中市私立跑跑星球文理技藝短期補習班,臺中市清水區民族路三段51號（使用樓層：1樓、夾層）,(04),中市教終字第1130014980號,2024-02-29,zuzurun20202@gmail.com,文理類,臺中市政府
37,臺中市私立美第奇技藝短期補習班,臺中市北屯區旱溪西路三段183號(使用樓層:1樓及夾層),(04)23937476,中市教終字第1130010900號,2024-02-29,MEDICI23937476@gmail.com,音樂、舞蹈類,臺中市政府
38,臺中市私立樹德文理短期補習班,臺中市南區復興北路507號1-2樓,(04),中市教終字第1130012013號,2024-02-27,ch22658288@gmail.com,文理類,臺中市政府
39,臺中市私立文昌自然文理短期補習班,臺中市大甲區文武路2號4樓(面積253.66平方公尺),0952-790789,中市教終字第1130014977號,2024-02-27,wenchang0609@gmail.com,文理類,臺中市政府
40,臺中市私立葉子畫室美術短期補習班,臺中市清水區海濱路221之72號1-2樓,(04),中市教終字第1130009085號,2024-02-20,,美術、書法、攝影、美工設計、圍棋類,臺中市政府
41,臺中市私立子苗文理短期補習班,臺中市烏日區健行路285號1樓,(04)23389666,中市教終字第1130011777號,2024-02-19,fisherenglish888@gmail.com,文理類,臺中市政府
42,臺中市私立家恩文理短期補習班,臺中市沙鹿區中清路六段261巷156號1-2樓,(04)26151533,中市教終字第1130009715號,2024-02-19,jpeitsai@gmail.com,文理類,臺中市政府
43,臺中市私立宇芳文理短期補習班,臺中市太平區立功路83號1-2樓,(04)23950683,中市教終字第1130011549號,2024-02-15,,文理類,臺中市政府
44,臺中市私立童音文理技藝短期補習班,臺中市西區五權西五街107號1-2樓,(04)23761212,中市教終字第1130008793號,2024-02-06,pc820103@gmail.com,文理類,臺中市政府
45,臺中市私立新達文英語短期補習班,臺中市后里區甲后路一段129號1-2樓,(04)25576329,中市教終字第1130009906號,2024-02-05,dawen3939@gmail.com,文理類,臺中市政府
46,樺田文教事業有限公司附設臺私立樺田文理短期補習班,臺中市北屯區崇德六路一段129號1-4樓,(04)22466826,中市教終字第1130008408號,2024-02-01,,文理類,臺中市政府
47,臺中市私立鑫區勢文理短期補習班,臺中市北屯區景賢十路5號(使用樓層:1-3樓),(04)24351536,中市教終字第1130007046號,2024-02-01,dongshanxiao817@gmail.com,文理類,臺中市政府
48,育百代文教事業有限公司附設臺中市私立育百代文理技藝短期補習班,臺中市沙鹿區鎮南路二段321號4樓,(04)26655533,中市教終字第1130005859號,2024-02-01,jane0790426@gmail.com,文理類,臺中市政府
49,臺中市私立璟學文理短期補習班,臺中市大里區益民路一段155號1-2樓,0936-921087,中市教終字第1130009272號,2024-01-31,chinghsueh0155@gmail.com,文理類,臺中市政府
50,臺中市私立興萬將文理短期補習班,臺中市烏日區榮泉路96號1-5樓,(04),中市教終字第1130007000號,2024-01-31,wanjiangwenli@gmail.com,文理類,臺中市政府
51,臺中市私立卓越國際文理短期補習班,臺中市烏日區健行北路96號1-2樓,(04)23376699,中市教終字第1130007473號,2024-01-31,chenyumin127@gmail.com,文理類,臺中市政府
52,臺中市私立星特文理短期補習班,臺中市南屯區向上路二段312號1-4樓,(04)0809056988,中市教終字第1130007475號,2024-01-31,e.confcs@gmail.com,文理類,臺中市政府
53,人仁資優文化事業有限公司附設臺中市私立人仁文理短期補習班南陽分班,豐原區南陽路425號1-3樓,(04)25263355,中市教終字第1130003632號,2024-01-26,paogiraffe@hotmail.com,文理類,臺中市政府
54,臺中市私立語芳文理音樂短期補習班,臺中市太平區立功路162號1-2樓,(04)23950683,中市教終字第1130007245號,2024-01-25,,文理類,臺中市政府
55,臺中市私立雋迪亞文理短期補習班,臺中市大甲區三民路235號1-2樓,(04)26800000,中市教終字第1130006331號,2024-01-24,fruit19850805@gmail.com,文理類,臺中市政府
56,人仁資優文化事業有限公司附設臺中市私立人仁文理短期補習班瑞穗分班,豐原區中正路389號2樓之1、2樓之3,(04)25130200,中市教社字第1120114661號,2024-01-19,paogiraffe@hotmail.com,文理類,臺中市政府
57,臺中市私立海線科學王文理短期補習班,臺中市大甲區文昌街60號1-3樓,(04)26713716,中市教終字第1130002652號,2024-01-15,wenchang0609@gmail.com,文理類,臺中市政府
58,臺中市私立獨角獸文理技藝短期補習班,臺中市南區文心南路817號1-2樓,(04)22601800,中市教終字第1120114116號,2024-01-09,unicorn22601800@gmail.com,文理類,臺中市政府
59,臺中市私立藝學音樂短期補習班,臺中市南屯區永春東路998號1-2樓,(04)23827009,中市教終字第1120114640號,2024-01-05,,,
60,臺中市私立愛思樂文理短期補習班,臺中市清水區光華路58號（使用樓層：1樓）、58號2樓、58號3樓、58號4樓,(04)26228158,中市教終字第1120113404號,2024-01-03,,文理類,臺中市政府
61,臺中市私立日暘英語短期補習班,臺中市南屯區龍富路四段59號1-2樓,(04)37079662,中市教終字第1120113047號,2024-01-02,tde6356@yahoo.com.tw,外語類,臺中市政府
62,富錦未來股份有限公司附設臺中市私立學吧文理技藝短期補習班勝三分班,臺中市太平區新興路169號4樓之2,(04)23951867,中市教終字第1120113881號,2024-01-02,fjbchrd@gmail.com,文理類,臺中市政府
63,優杰休閒股份有限公司附設臺中市私立瑜家瑜珈短期補習班,臺中市西屯區福科二路60號1-3樓,(04)24528725,中市教終字第1120110175號,2023-12-29,yogar.yoga.spa@gmail.com,瑜珈類,臺中市政府
64,臺中市私立文丞文理短期補習班,臺中市龍井區中央路二段1巷11之2號1-4樓,(04)26225890,中市教終字第1120107763號,2023-12-28,psipsi1341@icloud.com,文理類,臺中市政府
65,臺中市私立樂光文理美術短期補習班,臺中市大里區爽文路1151號1-4樓,(04)2406-0310,中市教終字第1120111272號,2023-12-21,s01236@gmail.com,文理類,臺中市政府
66,富錦未來股份有限公司附設臺中市私立學吧文理技藝短期補習班勝四分班,臺中市太平區新興路169號5樓,(04)23951867,中市教終字第1120107903號,2023-12-18,fjbchrd@gmail.com,文理類,臺中市政府
67,富錦未來股份有限公司附設臺中市私立學吧文理技藝短期補習班勝二分班,臺中市太平區新興路169號4樓之1,(04)23951867,中市教終字第1120107900號,2023-12-18,fjbchrd@gmail.com,文理類,臺中市政府
68,臺中市私立弦宏音樂短期補習班,"臺中市南屯區大墩四街310號1樓,夾層,2樓",(04)23813358,中市教終字第1120105802號,2023-12-07,Happy653469@gmail.com,音樂、舞蹈類,臺中市政府
69,富錦未來股份有限公司附設臺中市私立學吧文理技藝短期補習班,臺中市太平區新興路169號2樓之2,(04)23951867,中市教終字第1120103816號,2023-12-01,fjbchrd@gmail.com,文理類,臺中市政府
70,富錦未來股份有限公司附設臺中市私立學吧文理技藝短期補習班勝一分班,臺中市太平區新興路169號2樓之1,(04)23951867,中市教終字第1120103817號,2023-12-01,fjbchrd@gmail.com,文理類,臺中市政府
1,瑀睿文教事業有限公司附設臺南市私立恩睿文理技藝短期補習班(為比對教職員工資料預登立案資訊),永康區大橋二街267號1-2樓、273號1-2樓,(06)3022333,教社字第　號,2024-07-15,,,
2,臺南市私立尚育文理短期補習班永大分班(為比對教職員工資料預登立案資訊),永康區永大路二段410號2樓,(06)2053418,教社字第　號,2024-06-28,,,
3,傑競弘升文教事業有限公司附設臺南市私立傑晉文理短期補習班(為比對教職員工資料預登立案資訊),安南區安中路三段201號1-3樓,0921586898,南市教社字第　號,2024-06-27,angel20061314@gmail.com,文理類,臺南市政府
4,臺南市私立讀思塾文理短期補習班(為比對教職員工資料預登立案資訊),善化區西拉雅大道398之1號1樓,(06)5836040,南市教社字第  號,2024-06-21,f44026204@gmail.com,文理類,臺南市政府
5,臺南市私立清水城文理短期補習班,永康區中華西街98號1-2樓,(06)6020888,南市教社字第1130830875號,2024-06-17,Shimizu.castle@gmail.com,外語類,臺南市政府
6,臺南市私立金鑫安文理短期補習班(為比對教職員工資料預登立案資訊),安平區建平十一街262號1-2樓,(06)2996929,南市教社字第　號,2024-06-12,goldmeda12996929@gmail.com,文理類,臺南市政府
7,臺南市私立巷內學堂文理短期補習班,東區崇明十三街7號1-2樓,(06)2604572,南市教社字第1130828395號,2024-06-12,wasd10804@gmail.com,文理類,臺南市政府
8,典陸教育科技股份有限公司附設臺南市私立典陸文理短期補習班北門分班(為比對教職員工資料預登立案資訊),中西區北門路一段171號1-7樓及夾層,(06)2147135,南市教社字第　號,2024-06-07,silentcountry@hotmail.com,文理類,臺南市政府
9,典陸教育科技股份有限公司附設臺南市私立典陸文理短期補習班(為比對教職員工資料預登立案資訊),東區怡東路151號1-2樓,(06)3310569,南市教社字第　號,2024-06-06,silentcountry@hotmail.com,文理類,臺南市政府
10,臺南市私立尚學樂文理短期補習班,東區東成街79號1樓,(06)2678641,南市教社字第1130748391號,2024-05-29,rainbow3682@gmail.com,文理類,臺南市政府
11,嶺瀚文教事業有限公司附設臺南市私立非凡文理短期補習班海佃分班(為比對教職員工資料預登立案資訊),安南區安富街143號1-2樓,(06)2500899,南市教社字第　號,2024-05-28,feifanpolo@gmail.com,文理類,臺南市政府
12,臺南市私立學知文理技藝短期補習班,永康區大橋一街103巷151號1-2樓,(06)3035098,南市教社字第1130689923號,2024-05-17,jaosnwings@yahoo.com.tw,文理類,臺南市政府
13,臺南市私立威者文理短期補習班,安南區安中路三段375巷1號1-2樓,(06)2475247,南市教社字第1130641801號,2024-05-15,wizard.eng.school@gmail.com,文理類,臺南市政府
14,恩丞文教股份有限公司附設臺南市私立明瀚文理短期補習班,安南區永續十街96號1-2樓,0978752066,南市教社字第1130670058號,2024-05-14,Minghan.Ada@gmail.com,文理類,臺南市政府
15,臺南市私立宇雯文理短期補習班,東區崇學路206號1-2樓,(06)2699789,南市教社字第1130621045號,2024-05-01,ben54321.tw@gmail.com,文理類,臺南市政府
16,臺南市私立學養文理短期補習班,東區裕文路70之1號1-2樓,0925559465,南市教社字第1130361714號,2024-03-14,sw341357@yahoo.com.tw,文理類,臺南市政府
17,臺南市私立匡鴻文理短期補習班,新化區中山路135號1-2樓,(06)5900097,南市教社字第1130347594號,2024-03-11,,文理類,臺南市政府
18,希橙文創有限公司附設臺南市私立明金文理短期補習班,東區崇明路618號1-3樓,(06)2909697,南市教社字第1130309669號,2024-02-27,goldmedal2909697@gmail.com,文理類,臺南市政府
19,臺南市私立詹老師文理短期補習班,東區崇德三街58號1-2樓,(06)3352528,南市教社字第1130309573號,2024-02-27,willxyz72@gmail.com,文理類,臺南市政府
20,臺南市私立美勢達文理技藝短期補習班,安平區文平路187巷38號1-2樓,(06)2955938,南市教社字第1130294327號,2024-02-27,snowclam1@icloud.com,文理類,臺南市政府
21,臺南市私立好兒童英語會話文理短期補習班,東區崇學路96巷30號1-2樓,(06)2600526,南市教社字第1130296702號,2024-02-26,jy9126@yahoo.com.tw,文理類,臺南市政府
22,臺南市私立學尚文理短期補習班,安平區華平路559號1-2樓,0925559465,南市教社字第1130184674號,2024-02-15,sw341357@yahoo.com.tw,文理類,臺南市政府
23,臺南市私立德樂文理短期補習班,北區大興街585巷11號2樓,(06)2586641,南市教社字第1130194694號,2024-01-31,alexkssh@gmail.com,文理類,臺南市政府
24,臺南市私立放心學文理短期補習班,善化區西拉雅大道410之1號1樓,(06)5836040,南市教社字第1130150520號,2024-01-24,funwaynanke@gmail.com,文理類,臺南市政府
25,臺南市私立高碩文理短期補習班,安南區宜居路386號1-2樓、388號1-2樓,(06)2590666,南市教社字第1130108185號,2024-01-22,kaohminghaidian@gmail.com,文理類,臺南市政府
26,臺南市私立哈波特文理技藝短期補習班,北區開元路71巷26號1樓,(06)2085390,南市教社字第1130104892號,2024-01-19,hellopotter2023@gmail.com,文理類,臺南市政府
27,臺南市私立㦡學文理短期補習班,佳里區復興路38號1-2樓,(06)7238882,南市教社字第1130092817號,2024-01-12,,文理類,臺南市政府
28,臺南市私立翻轉讀書繪文理技藝短期補習班,東區崇明路187巷7號1-2樓,(06)2679239,南市教社字第1130086226號,2024-01-09,maksim5127@gmail.com,文理類,臺南市政府
29,得勝者文教股份有限公司附設臺南市私立得勝者文教文理短期補習班,中西區北門路一段101號10樓,(06)2228018,南市教社字第1130084314號,2024-01-08,victormotorized@gmail.com,文理類,臺南市政府
30,臺南市私立晉吉文理短期補習班,西港區慶安路237之4號1-2樓,(06)7954591,南市教社字第1121705984號,2023-12-28,,文理類,臺南市政府
31,臺南市私立睿思文理技藝短期補習班,新市區大順三路125號3樓之1,(06)5051660,南市教社字第1121701040號,2023-12-26,sprewell1237@msn.com,文理類,臺南市政府
32,臺南市私立佳賀文理短期補習班,安南區溪東一街110號1-4樓,(06)2508008,南市教社字第1121698384號,2023-12-22,cywtina@gmail.com,文理類,臺南市政府
33,臺南市私立學好文理短期補習班,東區東平路253號1-2樓,06-2095588,南市教社字第1121673965號,2023-12-22,sw341357@yahoo.com.tw,文理類,臺南市政府
34,臺南市私立先巧聖文理短期補習班,南區萬年五街352號1-2樓,(06)2626007,南市教社字第1121674076號,2023-12-22,saveearth7722@hotmail.com,文理類,臺南市政府
35,臺南市私立愛上文理短期補習班,永康區國光六街86號1-2樓及夾層,(06)2050512,南市教社字第1121569979號,2023-12-11,,文理類,臺南市政府
36,臺南市私立聿品文理短期補習班,佳里區義民街343號1-2樓,(06)7232985,南市教社字第1121581738號,2023-12-11,,文理類,臺南市政府
1,私立柏樂圍棋文理技藝短期補習班,左營區修明街132號1-2樓及夾層,0960003536,高市教社字第11334547200號,2024-06-17,leejean426@gmail.com,文理類,高雄市政府
2,私立瘋美學院美容技藝短期補習班,三民區十全二路331號6樓之1,0925215959,高市教社字第11333582300號,2024-05-14,leejean426@gmail.com,美容、美髮理髮類,高雄市政府
3,私立強納生美語文理短期補習班新上分班,左營區自由二路77號1-2樓,07-5563066,高市教社字第11333523400號,2024-05-09,leejean426@gmail.com,文理類,高雄市政府
4,威爾森文教事業股份有限公司附設高雄市私立威爾森鳳翔文理短期補習班,鳳山區環河街18號3樓,,高市教社字第11332806100號,2024-04-29,angel20061314@gmail.com,文理類,高雄市政府
5,樂咪音樂文教有限公司附設樂咪音樂學院技藝短期補習班,鳳山區文興街2號1-2樓,7463347,高市教社字第11332728700號,2024-04-19,leeyuwen23@gmail.com,音樂、舞蹈類,高雄市政府
6,明光青年文教有限公司附設明光青年文理短期補習班,鳳山區文衡路394號1-2樓,7774997,高市教社字第11332556000號,2024-04-18,khcn@meikoschool.com.tw,文理類,高雄市政府
7,私立高登畫苑技藝文理短期補習班,楠梓區右昌街143巷30弄21號1樓,364-3876,高市教社字第11332740100號,2024-04-15,siou8112@gmail.com,文理類,高雄市政府
8,明光鳳山文教有限公司附設明光鳳山文理短期補習班,鳳山區瑞興路31號1樓,7107018,高市教社字第11332136800號,2024-03-27,,文理類,高雄市政府
9,私立仁澄文理技藝短期補習班,仁武區仁雄路288號1-4樓,558-6602,高市教社字第11333994100號,2024-03-27,hilton0910@gmail.com,文理類,高雄市政府
10,精華國際教育管理顧問股份有限公司附設精英國際文理技藝短期補習班,鳳山區南華一路123巷3號1-4樓,,高市教社字第11331938200號,2024-03-27,,文理類,高雄市政府
11,私立立明文理短期補習班永仁分班,仁武區永仁街578號1-4樓,0937678995,高市教社字第11332230300號,2024-03-25,english. liming@gmail.com,文理類,高雄市政府
12,私立欣叡文理短期補習班,左營區孟子路389號1-2樓,350-0958,高市教社字第11332039100號,2024-03-18,mkse929@gmail.com,文理類,高雄市政府
13,私立凱瑞文理短期補習班,鳳山區新富路256號1-2樓,767-5889,高市教社字第11331799800號,2024-03-15,study_better@kimo.com,文理類,高雄市政府
14,私立石老師文理短期補習班,仁武區永仁街596號1-4樓,372-7719,高市教社字第11331742300號,2024-03-08,welestw1223@gmail.com,文理類,高雄市政府
15,私立強納生美語文理短期補習班華泰分班,左營區華泰路344號1-3樓,552-8362/0931805831柴華森主任,高市教社字第11331656300號,2024-03-05,bert_chi@livemail.tw,文理類,高雄市政府
16,私立成大文理短期補習班博愛分班,三民區自由一路77號1-5樓,07-5565996,高市教社字第11331371100號,2024-02-22,c0929718717@hotmail.com,文理類,高雄市政府
17,瀚將教育科技股份有限公司附設百瀚文理短期補習班岡山分班,岡山區公園東路70號1-3樓,0983-802836,高市教社字第11330891500號,2024-02-02,raybozhi22@hotmail.com,文理類,高雄市政府
18,私立宏奎文理短期補習班,苓雅區廣州一街163號4樓之2,958-1688,高市教社字第11330461400號,2024-01-23,farco0913@hotmail.com,文理類,高雄市政府
19,逸璿國際有限公司附設私立夢想起飛美業國際教育技藝短期補習班,苓雅區光華一路206號13樓之5,223-7828,高市教社字第11239845200號,2024-01-03,leejean426@gmail.com,美容、美髮理髮類,高雄市政府
20,私立主人翁文理技藝短期補習班,岡山區竹圍中街100號1-4樓,622-4789,高市教社字第11239889900號,2023-12-29,stanford_e_s@yahoo.com.tw,文理類,高雄市政府
21,愛薪爽爽教育有限公司附設私立愛學館文理短期補習班鳳甲分班,鳳山區武營路296號1樓夾層、2樓,7262781,高市教社字第11239580800號,2023-12-22,istudy7262781@gmail.com,文理類,高雄市政府
22,私立肯塔基文理短期補習班仁武分班,仁武區仁雄路91-7號1-4樓,956-5656,高市教社字第11239586100號,2023-12-18,kentuckyrw@gmail.com,文理類,高雄市政府
23,私立高斯數理教育學院文理短期補習班,三民區義明街11號1-2樓,0933088096,高市教社字第11239606600號,2023-12-14,fw3008@yahoo.com.tw,文理類,高雄市政府
24,高明一對一學習有限公司附設高鼎一對一文理短期補習班,新興區中正二路190號3樓之1,(07)226-3000,高市教社字第11239592000號,2023-12-13,027.km101@gmail.com,文理類,高雄市政府
25,私立捷勝文理短期補習班林園分班,林園區林園北路439號2-3樓,(07)641-8111,高市教社字第11239435000號,2023-12-07,ling543889@yahoo.com.tw,文理類,高雄市政府
1,基隆市私立吉美技藝文理短期補習班,基隆市仁愛區仁一路261-7號,（02）2428-9299,基府教終貳字第1130206290號,2024-03-13,,外語類,基隆市政府
2,基隆市私立喬語語文技藝短期補習班,基隆市安樂區樂利二街62巷202號1樓,（02）2432-1080,基府教終貳字第1130204888號,2024-03-11,,外語類,基隆市政府
3,基隆市私立逢士文理短期補習班,基隆市信義區教忠街62號1樓,（02）2466-6828,基府教終貳字第1120257206號,2023-12-12,,文理類,基隆市政府
1,新竹市私立三民文理短期補習班,新竹市新竹市東區自由路69號4樓之2,(03)5457666,府教社字第1130102254號,2024-06-19,,文理類,新竹市政府
2,新竹市私立綠丘技藝短期補習班,新竹市新竹市東區埔頂二路157號1樓及1樓夾層,(03),府教社字第1130090507號,2024-05-29,,美術、書法、攝影、美工設計、圍棋類,新竹市政府
3,新竹市私立聯城文理短期補習班,新竹市新竹市東區民族路31號8樓,(03)5221286,府教社字第1130075853號,2024-05-16,joey.wang@wmch.net,文理類,新竹市政府
4,新竹市私立米亞舞蹈短期補習班,新竹市東區仙水里光復路一段485巷6弄11、15號1樓,(03)6663703,府教社字第1130070086號,2024-04-22,anawin0522@gmail.com,音樂、舞蹈類,新竹市政府
5,艾學爾國際有限公司附設新竹市私立艾學爾文理短期補習班關埔分班,新竹市東區埔頂三路2號1-2樓,(03),府教社字第1130065607號,2024-04-15,,文理類,新竹市政府
6,新竹市私立群益文理短期補習班,新竹市東區光復路一段517號1-2樓,(03)5715688,府教社字第1130065737號,2024-04-15,,文理類,新竹市政府
7,新竹市私立奧爾文理短期補習班,新竹市自由路95巷18弄2號1~2樓,(03)5320785,府教社字第1130052867號,2024-03-19,joekuo.hsinchu19800324@gmail.com,文理類,新竹市政府
8,臺師菁英文教事業股份有限公司附設新竹市私立臺師8號文理短期補習班,新竹市光復路一段371號2樓之1、之2、之3、之4、之5,(03)5798822,府教社字第113003766號,2024-02-29,taisigma.bsb@gmail.com,文理類,新竹市政府
9,新竹市私立謙鋮文理短期補習班,新竹市北區金雅路155號1樓,(03)5351681,府教社字第1130019193號,2024-01-19,,文理類,新竹市政府
1,新竹縣私立學儷文理短期補習班,湖口鄉吉祥街82巷7號1樓及夾層,0980070763,府授教終字第1139550965號,2024-06-03,,文理類,新竹縣政府
2,新竹縣私立超勝美語文理短期補習班,竹北市莊敬七街130號1樓,(03)6681312,府授教終字第1139550746號,2024-05-13,ronvicfu@gmail.com,文理類,新竹縣政府
3,新竹縣私立知芽文理短期補習班,竹北市成功九街40號1-4樓,(03)6589987,府授教終字第1139550599號,2024-04-17,,文理類,新竹縣政府
4,新竹縣私立育承文理短期補習班,湖口鄉明德街85號1樓、87號1樓,(03)5905047,府授教終字第1139550586號,2024-04-15,jellypie8@gmail.com,文理類,新竹縣政府
5,新竹縣私立巨碁文理短期補習班,竹北市文興路333號4樓、335號4樓,(03)6579881,府授教終字第1139550430號,2024-03-15,yinglu110709@gmail.com,文理類,新竹縣政府
6,新竹縣私立收放文理短期補習班,竹東鎮中央路91號1-2樓,(03)6213566,府授教終字第1139550362號,2024-03-04,,文理類,新竹縣政府
7,新竹縣私立沐恩文理短期補習班,竹北市文采街147號1-4樓,(03)5586173,府授教終字第1139550297號,2024-02-23,,文理類,新竹縣政府
8,新竹縣私立聿宸文理短期補習班,湖口鄉新湖路163號1樓,0905183475,府授教終字第1139550169號,2024-02-07,mike965123@hotmail.com,文理類,新竹縣政府
9,艾學爾國際有限公司附設新竹縣私立艾學爾文理短期補習班嘉豐分班,竹北市嘉豐二街一段131巷39號1-4樓,(03)6681495,府授教終字第1139550158號,2024-01-24,,文理類,新竹縣政府
10,新竹縣私立越智文理短期補習班,竹北市復興三路一段89號1樓,0960797509,府授教終字第1121201745號,2024-01-18,,文理類,新竹縣政府
11,新竹縣私立豆豆老師才藝短期補習班,新竹縣新豐鄉明新一街165號1樓,0919937879,府授教終字第1139550127號,2024-01-18,,美術、書法、攝影、美工設計、圍棋類,新竹縣政府
12,新竹縣私立孔夫子文理技藝短期補習班,竹東鎮興農街73號1-4樓,(03)5943668,府授教終字第1129552480號,2023-12-04,evan8819@gmail.com,文理類,新竹縣政府
1,苗栗縣私立智慧樹技藝文理短期補習班,苗栗縣通霄鎮通東里3鄰忠孝路4巷2號1-2樓,0933-261012,府教社字第1130129988號,2024-06-19,duncan0208@gmail.com,文理類,苗栗縣政府
2,苗栗縣私立竹軒技藝短期補習班,苗栗縣苗栗市文山里正發路221號1樓,(037)368120,府教社字第1130071868號,2024-04-08,kikib0903@gmail.com,音樂、舞蹈類,苗栗縣政府
3,苗栗縣私立小荳荳文理技藝短期補習班后庄分班,苗栗縣頭份市文化街37號1-2樓,(037)590252,府教社字第1130062426號,2024-03-25,tigercat43@gmail.com,文理類,苗栗縣政府
4,苗栗縣私立金星教育文理短期補習班,苗栗縣頭份市大同路146號1樓,0980069281,府教社字第1130046816號,2024-03-05,lingotreetoufen01@gmail.com,文理類,苗栗縣政府
5,苗栗縣私立紅人奕禾才藝文理短期補習班,苗栗縣竹南鎮竹南里13鄰民治街86號1樓,0938262868,府教社字第1130042554號,2024-02-27,k267268@gmail.com,文理類,苗栗縣政府
6,苗栗縣私立格林文理短期補習班,苗栗縣頭份市大興街31號3樓,(037)669865,府教社字第1130040456號,2024-02-23,su481104@ms27.hinet.net,文理類,苗栗縣政府
7,苗栗縣私立博丞文理短期補習班,苗栗縣竹南鎮環市路三段86號2樓,(037)464518,府教社字第1130034084號,2024-02-16,master640802@yahoo.com.tw,文理類,苗栗縣政府
8,苗栗縣私立迪仕尼文理短期補習班,苗栗縣苗栗市玉華里1鄰玉清街4號2樓,(037)320002,府教社字第1130030911號,2024-02-06,cherry.wong@msa.hinet.net,文理類,苗栗縣政府
9,苗栗縣私立大樹文理短期補習班,苗栗縣頭份市昌隆一街290號,(037)690031,府教社字第1130021245號,2024-01-25,awefb2000@gmail.com,文理類,苗栗縣政府
10,苗栗縣私立誠曜文理技藝短期補習班,苗栗縣苗栗市北苗里蕉嶺街19鄰17巷8號1-2樓,(037)360275,府教社字第1130001644號,2024-01-03,love622718@gmail.com,文理類,苗栗縣政府
1,彰化縣私立蘋果美日語短期補習班員林分班,員林市仁愛里員東路二段296號1樓、2樓,(04)723-2839,府教社字第1130199292號,2024-06-24,ringonoki.taiwan@gmail.com,外語類,彰化縣政府
2,彰化縣私立巧巧文理短期補習班,埔心鄉義民村員鹿路二段152號1樓及154號1樓,(04)852-3609,府教社字第1130199292號,2024-06-21,nico828384@gmail.com,文理類,彰化縣政府
3,彰化縣私立仁美文理短期補習班,和美鎮和東里仁美路70號1樓、2樓,(04)755-7563,府教社字第1130191559號,2024-06-18,j423j7@gmail.com,文理類,彰化縣政府
4,彰化縣私立立愛文理短期補習班,和美鎮山犁里仁愛路316號1樓、2樓,(04)756-5755,府教社字第1130181332號,2024-06-03,yuting811192@gmail.com,文理類,彰化縣政府
5,彰化縣私立凱西文理短期補習班,鹿港鎮永安里光明街110號1樓、2樓,(04)7766-445,府教社字第1130146852號,2024-05-14,alex.chang0212@gmail.com,文理類,彰化縣政府
6,彰化縣私立杜克文理短期補習班,伸港鄉泉州村仁愛路69號1樓、2樓,(04)798-6033,府教社字第1130151540號,2024-05-14,hersun0412@gmail.com,文理類,彰化縣政府
7,彰化縣私立稻盛文理短期補習班,和美鎮仁愛里道周路540號1樓、2樓,(04)755-0685,府教社字第1130138406號,2024-05-10,isaduerfy0715@yahoo.com.tw,文理類,彰化縣政府
8,彰化縣私立師匠文理短期補習班,彰化市南興里雲長路91號1樓至4樓,(04)712-3589、(04)711-8989,府教社字第1130147538號,2024-05-06,7123589@gmail.com,文理類,彰化縣政府
9,彰化縣私立樂奇文理短期補習班僑信分班,員林市三信里育英路566號1樓、2樓,(04)833-0212,府教社字第1130104674號,2024-04-10,Faifai6011@gmail.com,文理類,彰化縣政府
10,彰化縣私立南陽文理短期補習班,彰化市光南里中興路138號1樓、2樓,(04)720-1717,府教社字第1130098166號,2024-04-01,ilovedriver717@gmail.com,文理類,彰化縣政府
11,彰化縣私立安德儒美語短期補習班,彰化市延和里中山路一段296號2樓,(04)713-6666,府教社字第1130074938號,2024-03-28,vivianpurves@gmail.com,外語類,彰化縣政府
12,彰化縣私立鹿民文理短期補習班,鹿港鎮泰興里三民路28號2樓,(04)778-2355,府教社字第1130079098號,2024-03-27,lulumi760809@gmail.com,文理類,彰化縣政府
13,彰化縣私立杜米美語短期補習班,彰化市信義里民生路329號1樓、2樓,(04)727-0277,府教社字第1130083385號,2024-03-19,ianlin890206@gmail.com,文理類,彰化縣政府
14,彰化縣私立小手基地文理美術短期補習班,員林市仁愛里員東路二段362巷31號1樓,(04)839-8439,府教社字第1130067972號,2024-03-18,jia750701@gmail.com,文理類,彰化縣政府
15,彰化縣私立維多利亞文理短期補習班,溪湖鎮湖東里大溪路二段289號1樓、2樓,(04)882-0808,府教社字第1130066510號,2024-03-07,100926012i@gmail.com,文理類,彰化縣政府
